filename,x,y,measurement_name,half_cm_num_pixels,tube_bottom,crystal_present,y_location_of_mean_crystal_verts,height_cm_of_mean_crystal_vertex_from_bottom,liquid_height_pixels,file_time,liquid height (cm),elapsed hours,elapsed_minutes
./MA_357_2_DMF/20200705-183836-60.tif,238.86853132958828,108.49987356176501,antisolvent,87.81532603522132,463.62184673964776,0,,,-355.12197317788275,2020-07-05 18:38:36,2.02198174972014,0.0,0.0
./MA_357_2_DMF/20200705-183836-60.tif,449.1172534002853,331.753671224464,solvent,87.81532603522132,456.6863738355885,0,,,-124.93270261112451,2020-07-05 18:38:36,0.7113376915609014,0.0,0.0
./MA_357_2_DMF/20200705-193836-668.tif,238.7221391174271,136.8386822601483,antisolvent,87.81532603522132,463.62184673964776,0,,,-326.7831644794995,2020-07-05 19:38:36,1.860627177700348,1.0,60.0
./MA_357_2_DMF/20200705-193836-668.tif,449.6421091997008,313.08128782212555,solvent,87.81532603522132,456.6863738355885,0,,,-143.60508601346294,2020-07-05 19:38:36,0.8176538908246224,1.0,60.0
./MA_357_2_DMF/20200705-203837-278.tif,238.86853132958828,155.75164821270516,antisolvent,87.81532603522132,463.62184673964776,0,,,-307.8701985269426,2020-07-05 20:38:37,1.752941157466413,2.000277777777778,120.01666666666667
./MA_357_2_DMF/20200705-203837-278.tif,451.2847659989522,299.67448476419264,solvent,87.81532603522132,456.6863738355885,0,,,-157.01188907139584,2020-07-05 20:38:37,0.8939891028157254,2.000277777777778,120.01666666666667
./MA_357_2_DMF/20200705-213838-846.tif,240.76198408920925,173.14792275787045,antisolvent,87.81532603522132,463.62184673964776,0,,,-290.4739239817773,2020-07-05 21:38:38,1.6538908246225317,3.0005555555555556,180.03333333333333
./MA_357_2_DMF/20200705-213838-846.tif,450.45804718841373,292.6828381043041,solvent,87.81532603522132,456.6863738355885,0,,,-164.0035357312844,2020-07-05 21:38:38,0.9337979094076654,3.0005555555555556,180.03333333333333
./MA_357_2_DMF/20200705-223839-694.tif,238.0015262901215,184.79631703484273,antisolvent,87.81532603522132,463.62184673964776,0,,,-278.82552970480504,2020-07-05 22:38:39,1.5875675824113697,4.0008333333333335,240.05
./MA_357_2_DMF/20200705-223839-694.tif,454.319283637086,282.7678864945902,solvent,87.81532603522132,456.6863738355885,0,,,-173.9184873409983,2020-07-05 22:38:39,0.9902513330716461,4.0008333333333335,240.05
./MA_357_2_DMF/20200705-233840-304.tif,241.98589107227855,198.03403141361258,antisolvent,87.81532603522132,463.62184673964776,0,,,-265.5878153260352,2020-07-05 23:38:40,1.5121951219512193,5.001111111111111,300.06666666666666
./MA_357_2_DMF/20200705-233840-304.tif,452.0899231658394,274.3242333582648,solvent,87.81532603522132,456.6863738355885,0,,,-182.3621404773237,2020-07-05 23:38:40,1.038327526132404,5.001111111111111,300.06666666666666
./MA_357_2_DMF/20200706-001240-648.tif,242.33655148745544,206.90494554124592,antisolvent,87.81532603522132,463.62184673964776,1,292.25324675324674,0.975732868757259,-256.71690119840184,2020-07-06 00:12:40,1.4616862043843966,5.567777777777778,334.06666666666666
./MA_357_2_DMF/20200706-001240-648.tif,453.0187760778859,270.62981594205513,solvent,87.81532603522132,456.6863738355885,1,292.25324675324674,0.9362439024390244,-186.05655789353335,2020-07-06 00:12:40,1.0593626778707685,5.567777777777778,334.06666666666666
./MA_357_2_DMF/20200706-003840-913.tif,239.73553636905507,212.54047829778006,antisolvent,87.81532603522132,463.62184673964776,1,,,-251.0813684418677,2020-07-06 00:38:40,1.4295987942990898,6.001111111111111,360.06666666666666
./MA_357_2_DMF/20200706-003840-913.tif,452.1517710384191,269.32930838285495,solvent,87.81532603522132,456.6863738355885,1,,,-187.35706545273354,2020-07-06 00:38:40,1.0667674648135317,6.001111111111111,360.06666666666666
./MA_357_2_DMF/20200706-013841-522.tif,238.7221391174271,225.77592302984976,antisolvent,87.81532603522132,463.62184673964776,1,,,-237.845923709798,2020-07-06 01:38:41,1.3542392566782808,7.001388888888889,420.0833333333333
./MA_357_2_DMF/20200706-013841-522.tif,451.68195417148297,262.4931325219284,solvent,87.81532603522132,456.6863738355885,1,,,-194.1932413136601,2020-07-06 01:38:41,1.105691056910569,7.001388888888889,420.0833333333333
./MA_357_2_DMF/20200706-023842-130.tif,246.23807416505605,236.38311688311683,antisolvent,87.81532603522132,463.62184673964776,1,,,-227.23872985653094,2020-07-06 02:38:42,1.293844367015099,8.001666666666667,480.1
./MA_357_2_DMF/20200706-023842-130.tif,451.71826851868565,256.75773531058644,solvent,87.81532603522132,456.6863738355885,1,,,-199.92863852500204,2020-07-06 02:38:42,1.1383470719269086,8.001666666666667,480.1
./MA_357_2_DMF/20200706-033842-739.tif,242.8018290609914,248.21421771945336,antisolvent,87.81532603522132,463.62184673964776,1,,,-215.4076290201944,2020-07-06 03:38:42,1.2264808362369335,9.001666666666667,540.1
./MA_357_2_DMF/20200706-033842-739.tif,452.0899231658394,250.6620316855919,solvent,87.81532603522132,456.6863738355885,1,,,-206.02434214999658,2020-07-06 03:38:42,1.173054587688734,9.001666666666667,540.1
./MA_357_2_DMF/20200706-043843-349.tif,241.03604392825525,261.9597655473872,antisolvent,87.81532603522132,463.62184673964776,1,,,-201.6620811922606,2020-07-06 04:38:43,1.1482168904740908,10.001944444444444,600.1166666666667
./MA_357_2_DMF/20200706-043843-349.tif,452.1517710384191,243.7526597185846,solvent,87.81532603522132,456.6863738355885,1,,,-212.9337141170039,2020-07-06 04:38:43,1.2123949413545398,10.001944444444444,600.1166666666667
