filename,half_cm_num_pixels,measurement_name,tube_bottom,x,y,crystal_present,y_location_of_mean_crystal_verts,height_cm_of_mean_crystal_vertex_from_bottom,liquid_height_pixels,file_time,liquid height (cm),elapsed hours,elapsed_minutes
./MA_336_4_GBL/20200622-164101-388.tif,107.74193548387098,antisolvent,540.441935483871,436.48924731182797,79.36666666666667,0,,,-461.07526881720435,2020-06-22 16:41:01,2.1397205588822357,0.0,0.0
./MA_336_4_GBL/20200622-164101-388.tif,107.74193548387098,solvent,537.0010752688172,559.5,385.60322580645163,0,,,-151.39784946236557,2020-06-22 16:41:01,0.7025948103792413,0.0,0.0
./MA_336_4_GBL/20200622-164901-386.tif,107.74193548387098,antisolvent,540.441935483871,439.06989247311833,82.80752688172049,1,413.46103896103887,0.5892826036239216,-457.63440860215053,2020-06-22 16:49:01,2.1237524950099798,0.13333333333333333,8.0
./MA_336_4_GBL/20200622-164901-386.tif,107.74193548387098,solvent,537.0010752688172,564.6612903225807,381.3021505376344,1,413.46103896103887,0.5733145397516659,-155.69892473118279,2020-06-22 16:49:01,0.7225548902195608,0.13333333333333333,8.0
./MA_336_4_GBL/20200622-174101-401.tif,107.74193548387098,antisolvent,540.441935483871,437.3494623655914,108.61397849462367,1,,,-431.82795698924735,2020-06-22 17:41:01,2.003992015968064,1.0,60.0
./MA_336_4_GBL/20200622-174101-401.tif,107.74193548387098,solvent,537.0010752688172,562.9408602150538,365.8182795698925,1,,,-171.18279569892468,2020-06-22 17:41:01,0.7944111776447103,1.0,60.0
./MA_336_4_GBL/20200622-184104-638.tif,107.74193548387098,antisolvent,540.441935483871,438.2096774193549,128.39892473118277,1,,,-412.04301075268825,2020-06-22 18:41:04,1.912175648702595,2.0008333333333335,120.05
./MA_336_4_GBL/20200622-184104-638.tif,107.74193548387098,solvent,537.0010752688172,561.2204301075269,351.19462365591403,1,,,-185.80645161290317,2020-06-22 18:41:04,0.8622754491017961,2.0008333333333335,120.05
./MA_336_4_GBL/20200622-194104-644.tif,107.74193548387098,solvent,537.0010752688172,574.1236559139785,342.5924731182796,1,,,-194.4086021505376,2020-06-22 19:41:04,0.9021956087824349,3.0008333333333335,180.05
./MA_336_4_GBL/20200622-194104-644.tif,107.74193548387098,antisolvent,540.441935483871,443.3709677419355,146.4634408602151,1,,,-393.97849462365593,2020-06-22 19:41:04,1.8283433133732534,3.0008333333333335,180.05
./MA_336_4_GBL/20200622-204104-639.tif,107.74193548387098,antisolvent,540.441935483871,433.04838709677426,163.66774193548395,1,,,-376.7741935483871,2020-06-22 20:41:04,1.7485029940119758,4.0008333333333335,240.05
./MA_336_4_GBL/20200622-204104-639.tif,107.74193548387098,solvent,537.0010752688172,562.0806451612904,333.99032258064517,1,,,-203.01075268817203,2020-06-22 20:41:04,0.9421157684630738,4.0008333333333335,240.05
./MA_336_4_GBL/20200622-214104-634.tif,107.74193548387098,antisolvent,540.441935483871,439.9301075268818,180.01182795698924,1,,,-360.4301075268818,2020-06-22 21:41:04,1.6726546906187627,5.0008333333333335,300.05
./MA_336_4_GBL/20200622-214104-634.tif,107.74193548387098,solvent,537.0010752688172,566.3817204301075,327.9688172043011,1,,,-209.0322580645161,2020-06-22 21:41:04,0.9700598802395207,5.0008333333333335,300.05
./MA_336_4_GBL/20200622-224104-637.tif,107.74193548387098,solvent,537.0010752688172,567.241935483871,321.94731182795704,1,,,-215.05376344086017,2020-06-22 22:41:04,0.9980039920159678,6.0008333333333335,360.05
./MA_336_4_GBL/20200622-224104-637.tif,107.74193548387098,antisolvent,540.441935483871,437.3494623655914,194.63548387096773,1,,,-345.8064516129033,2020-06-22 22:41:04,1.6047904191616769,6.0008333333333335,360.05
./MA_336_4_GBL/20200622-234104-636.tif,107.74193548387098,antisolvent,540.441935483871,437.3494623655914,209.25913978494623,1,,,-331.1827956989248,2020-06-22 23:41:04,1.536926147704591,7.0008333333333335,420.05
./MA_336_4_GBL/20200622-234104-636.tif,107.74193548387098,solvent,537.0010752688172,566.3817204301075,314.20537634408606,1,,,-222.79569892473114,2020-06-22 23:41:04,1.0339321357285427,7.0008333333333335,420.05
./MA_336_4_GBL/20200623-004104-639.tif,107.74193548387098,antisolvent,540.441935483871,443.3709677419355,225.60322580645163,1,,,-314.8387096774194,2020-06-23 00:41:04,1.4610778443113772,8.000833333333333,480.05
./MA_336_4_GBL/20200623-004104-639.tif,107.74193548387098,solvent,537.0010752688172,568.1021505376344,309.04408602150545,1,,,-227.95698924731175,2020-06-23 00:41:04,1.0578842315369257,8.000833333333333,480.05
./MA_336_4_GBL/20200623-014104-649.tif,107.74193548387098,antisolvent,540.441935483871,441.6505376344087,241.94731182795704,1,,,-298.494623655914,2020-06-23 01:41:04,1.3852295409181636,9.000833333333333,540.05
./MA_336_4_GBL/20200623-014104-649.tif,107.74193548387098,solvent,537.0010752688172,565.5215053763442,302.16236559139793,1,,,-234.83870967741927,2020-06-23 01:41:04,1.0898203592814366,9.000833333333333,540.05
./MA_336_4_GBL/20200623-024104-649.tif,107.74193548387098,antisolvent,540.441935483871,441.6505376344087,256.57096774193553,1,,,-283.8709677419355,2020-06-23 02:41:04,1.3173652694610778,10.000833333333333,600.05
./MA_336_4_GBL/20200623-024104-649.tif,107.74193548387098,solvent,537.0010752688172,563.8010752688173,297.0010752688172,1,,,-240.0,2020-06-23 02:41:04,1.1137724550898203,10.000833333333333,600.05
./MA_336_4_GBL/20200623-034104-653.tif,107.74193548387098,solvent,537.0010752688172,564.6612903225807,290.97956989247314,1,,,-246.02150537634407,2020-06-23 03:41:04,1.1417165668662672,11.000833333333333,660.05
./MA_336_4_GBL/20200623-034104-653.tif,107.74193548387098,antisolvent,540.441935483871,442.51075268817203,271.19462365591403,1,,,-269.247311827957,2020-06-23 03:41:04,1.249500998003992,11.000833333333333,660.05
./MA_336_4_GBL/20200623-044104-665.tif,107.74193548387098,antisolvent,540.441935483871,453.6935483870968,284.0978494623656,1,,,-256.3440860215054,2020-06-23 04:41:04,1.189620758483034,12.000833333333333,720.05
./MA_336_4_GBL/20200623-044104-665.tif,107.74193548387098,solvent,537.0010752688172,561.2204301075269,284.95806451612907,1,,,-252.04301075268813,2020-06-23 04:41:04,1.1696606786427144,12.000833333333333,720.05
./MA_336_4_GBL/20200623-054104-679.tif,107.74193548387098,antisolvent,540.441935483871,445.0913978494624,298.7215053763441,1,,,-241.7204301075269,2020-06-23 05:41:04,1.1217564870259482,13.000833333333333,780.05
./MA_336_4_GBL/20200623-054104-679.tif,107.74193548387098,solvent,537.0010752688172,563.8010752688173,280.6569892473119,1,,,-256.3440860215053,2020-06-23 05:41:04,1.1896207584830334,13.000833333333333,780.05
./MA_336_4_GBL/20200623-064104-683.tif,107.74193548387098,antisolvent,540.441935483871,442.51075268817203,313.3451612903226,1,,,-227.0967741935484,2020-06-23 06:41:04,1.0538922155688624,14.000833333333333,840.05
./MA_336_4_GBL/20200623-064104-683.tif,107.74193548387098,solvent,537.0010752688172,557.7795698924732,275.4956989247312,1,,,-261.505376344086,2020-06-23 06:41:04,1.213572854291417,14.000833333333333,840.05
./MA_336_4_GBL/20200623-074104-699.tif,107.74193548387098,antisolvent,540.441935483871,442.51075268817203,328.82903225806456,1,,,-211.61290322580646,2020-06-23 07:41:04,0.9820359281437125,15.000833333333333,900.05
./MA_336_4_GBL/20200623-074104-699.tif,107.74193548387098,solvent,537.0010752688172,562.0806451612904,269.4741935483871,1,,,-267.5268817204301,2020-06-23 07:41:04,1.241516966067864,15.000833333333333,900.05
./MA_336_4_GBL/20200623-084104-714.tif,107.74193548387098,antisolvent,540.441935483871,445.95161290322585,339.15161290322584,1,,,-201.29032258064518,2020-06-23 08:41:04,0.9341317365269461,16.000833333333333,960.05
./MA_336_4_GBL/20200623-084104-714.tif,107.74193548387098,solvent,537.0010752688172,558.6397849462365,266.0333333333334,1,,,-270.9677419354838,2020-06-23 08:41:04,1.2574850299401192,16.000833333333333,960.05
./MA_336_4_GBL/20200623-094104-712.tif,107.74193548387098,antisolvent,540.441935483871,445.95161290322585,353.77526881720433,1,,,-186.66666666666669,2020-06-23 09:41:04,0.8662674650698603,17.000833333333333,1020.05
./MA_336_4_GBL/20200623-094104-712.tif,107.74193548387098,solvent,537.0010752688172,556.9193548387098,263.45268817204305,1,,,-273.54838709677415,2020-06-23 09:41:04,1.2694610778443112,17.000833333333333,1020.05
./MA_336_4_GBL/20200623-104104-710.tif,107.74193548387098,solvent,537.0010752688172,560.3602150537635,260.01182795698924,1,,,-276.98924731182797,2020-06-23 10:41:04,1.2854291417165669,18.000833333333333,1080.05
./MA_336_4_GBL/20200623-104104-710.tif,107.74193548387098,antisolvent,540.441935483871,448.5322580645162,367.5387096774194,1,,,-172.90322580645164,2020-06-23 10:41:04,0.8023952095808384,18.000833333333333,1080.05
./MA_336_4_GBL/20200623-114104-741.tif,107.74193548387098,solvent,537.0010752688172,555.1989247311828,254.85053763440862,1,,,-282.1505376344086,2020-06-23 11:41:04,1.3093812375249498,19.000833333333333,1140.05
./MA_336_4_GBL/20200623-114104-741.tif,107.74193548387098,antisolvent,540.441935483871,451.11290322580646,377.86129032258066,1,,,-162.58064516129036,2020-06-23 11:41:04,0.754491017964072,19.000833333333333,1140.05
./MA_336_4_GBL/20200623-124104-732.tif,107.74193548387098,antisolvent,540.441935483871,446.8118279569893,389.0440860215054,1,,,-151.39784946236563,2020-06-23 12:41:04,0.7025948103792417,20.000833333333333,1200.05
./MA_336_4_GBL/20200623-124104-732.tif,107.74193548387098,solvent,537.0010752688172,563.8010752688173,250.54946236559147,1,,,-286.45161290322574,2020-06-23 12:41:04,1.329341317365269,20.000833333333333,1200.05
./MA_336_4_GBL/20200623-134104-745.tif,107.74193548387098,antisolvent,540.441935483871,448.5322580645162,401.94731182795704,1,,,-138.49462365591398,2020-06-23 13:41:04,0.6427145708582834,21.000833333333333,1260.05
./MA_336_4_GBL/20200623-134104-745.tif,107.74193548387098,solvent,537.0010752688172,569.8225806451613,248.82903225806456,1,,,-288.17204301075265,2020-06-23 13:41:04,1.337325349301397,21.000833333333333,1260.05
./MA_336_4_GBL/20200623-144104-745.tif,107.74193548387098,antisolvent,540.441935483871,448.5322580645162,413.1301075268818,1,,,-127.31182795698925,2020-06-23 14:41:04,0.590818363273453,22.000833333333333,1320.05
./MA_336_4_GBL/20200623-144104-745.tif,107.74193548387098,solvent,537.0010752688172,566.3817204301075,245.38817204301074,1,,,-291.61290322580646,2020-06-23 14:41:04,1.3532934131736527,22.000833333333333,1320.05
