,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,2.0398406369999997,0.6175298805,1.03888888888889,0.6509018035999999
1,1.03888888888889,0.6933867734999999,0.7171314741,,
2,2.0388888888888896,1.9003984059999999,0.7928286853000001,,
3,3.03888888888889,1.796812749,0.8565737052,,
4,4.0388888888888905,1.6932270919999999,0.9243027887999999,,
5,5.03888888888889,1.585657371,0.9760956175,,
6,6.03888888888889,1.498007968,1.023904382,,
7,7.03888888888889,1.4063745019999998,1.067729084,,
8,8.03888888888889,1.322709163,1.122244489,,
9,9.038888888888891,1.234468938,1.1583166329999999,,
10,10.0388888888889,1.162324649,1.186372745,,
11,11.0388888888889,1.098196393,1.218436874,,
12,12.0388888888889,1.022044088,1.238476954,,
13,13.0388888888889,0.9619238477,1.26252505,,
14,14.0388888888889,0.8977955912000001,1.2865731459999998,,
15,15.044444444444402,0.8376753506999999,1.3066132259999998,,
