Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm),Time for Concentration (hours),FAH [M],Inorganic [M],Organic [M],Solvent [M],DCM [M]
0,1.978632479,0.6025641026,0.000367996201388889,1.316239316,0.0555555555555556,1.20954909631017,0.209467828774994,0.316255349326951,4.47966929719519,8.50771634685891
1,1.841880342,0.7094017094,NaN,NaN,0.111111111111111,1.19845156404398,0.207545975420177,0.313353727595169,4.43856863024488,8.57324129750064
2,1.735042735,0.7777777778,NaN,NaN,0.166666666666667,1.18981465760414,0.206050249413845,0.311095474605217,4.40658110305864,8.62423757798833
3,1.64957265,0.8333333333,NaN,NaN,0.222222222222222,1.18399706671869,0.205042768084485,0.309574375343242,4.38503515395025,8.65858731867656
4,1.568376068,0.8803418803,NaN,NaN,0.277777777777778,1.17969214894483,0.204297249128789,0.308448787900328,4.3690915200479,8.68400553940189
5,1.491452991,0.9102564103,NaN,NaN,0.333333333333333,1.1763249832565,0.203714128618829,0.307568390267644,4.35662093179428,8.70388683915743
6,1.418803419,0.9658119658,NaN,NaN,0.388888888888889,1.17359204351679,0.203240842370924,0.306853820834531,4.34649925398855,8.72002337629523
7,1.354700855,0.9829059829,NaN,NaN,0.444444444444444,1.16918076970867,0.202476904842852,0.305700424958815,4.33016172134932,8.746069572117
8,1.282051282,1.025641026,NaN,NaN,0.5,1.1648062327152,0.201719329339125,0.304556634492404,4.31396024666847,8.77189885683564
9,1.222222222,1.064102564,NaN,NaN,0.555555555555556,1.15942744103815,0.200787838573301,0.303150266081258,4.2940394282369,8.80365772454576
10,1.162393162,1.081196581,NaN,NaN,0.611111111111111,1.15500599523776,0.200022139475447,0.301994210580577,4.2776642227478,8.82976398050308
11,1.098290598,1.111111111,NaN,NaN,0.666666666666667,1.1512634121113,0.199374004758219,0.301015654242801,4.2638032436648,8.85186191802214
12,1.042735043,1.136752137,NaN,NaN,0.722222222222222,1.14803561309032,0.198815019550667,0.30017169618434,4.25184881187208,8.87092033267304
13,0.9829059829,1.158119658,NaN,NaN,0.777777777777778,1.14521399495954,0.198326376117102,0.299433940412094,4.24139870600419,8.88758046794585
14,0.9316239316,1.183760684,NaN,NaN,0.833333333333333,1.14272135594179,0.197894704773986,0.298782201325429,4.23216700262737,8.90229815875209
15,0.8675213675,1.205128205,NaN,NaN,0.888888888888889,1.14050024473623,0.197510056194516,0.298201457391719,4.22394092589883,8.91541262407851
16,0.8162393162,1.222222222,NaN,NaN,0.944444444444444,1.13850654328275,0.197164790081746,0.297680173260675,4.21655708078152,8.92718435730715
17,0.7606837607,1.247863248,NaN,NaN,1,1.13670558228856,0.196852902461547,0.29720928410861,4.20988706656238,8.93781806193819
18,0.6923076923,1.277777778,NaN,NaN,1.05555555555556,1.13345918879835,0.196290697092772,0.296360464238106,4.19786376855071,8.95698626691448
19,0.6282051282,1.282051282,NaN,NaN,1.11111111111111,1.13075385184808,0.195822191052953,0.295653111981909,4.18784432005401,8.97295982444817
20,0.5512820513,1.299145299,NaN,NaN,1.16666666666667,1.12848278912492,0.195428891947458,0.295059307450083,4.17943324357603,8.98636922658098
