Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm),Time for Concentration (hours),FAH [M],Inorganic [M],Organic [M],Solvent [M],DCM [M]
0,2.207282913,0.5994397759,0.000354982489722222,1.260744986,0.0555555555555556,1.28944629066989,0.218925784768777,0.328388677153165,4.82336229307675,8.03596644866018
0.794444444444444,2.114942529,0.6896551724,NaN,NaN,0.111111111111111,1.22887664751697,0.208642101953629,0.312963152930443,4.59679269106786,8.39359756725339
3.85,1.845272206,0.8595988539,NaN,NaN,0.166666666666667,1.19527857482491,0.202937727537999,0.304406591306998,4.47111419005894,8.59197608979312
4.85,1.76504298,0.888252149,NaN,NaN,0.222222222222222,1.17537888547131,0.199559102821394,0.299338654232091,4.39667649384266,8.70947303698856
5.85,1.684813754,0.9169054441,NaN,NaN,0.277777777777778,1.15056007021288,0.195345295199628,0.293017942799442,4.30383808828631,8.85601477309588
6.85,1.616045845,0.9512893983,NaN,NaN,0.333333333333333,1.12554663635256,0.191098444689252,0.286647667033878,4.21027168340752,9.00370562722129
7.85,1.535816619,0.9799426934,NaN,NaN,0.388888888888889,1.104692542706,0.187557778551973,0.281336667827959,4.13226389845445,9.12683781770222
8.85,1.455587393,1.014326648,NaN,NaN,0.444444444444444,1.08925174976683,0.184936197695044,0.277404296542566,4.07450535591037,9.21800738323618
9.85,1.381088825,1.037249284,NaN,NaN,0.5,1.07717203838262,0.182885270631462,0.274327905947193,4.02931943011922,9.28933157254522
10.85,1.312320917,1.048710602,NaN,NaN,0.555555555555556,1.06735608451778,0.181218690628353,0.271828035942529,3.99260142016036,9.34728949301503
11.85,1.255014327,1.088825215,NaN,NaN,0.611111111111111,1.05915542837581,0.179826360374281,0.269739540561422,3.96192566739741,9.39570995046841
12.85,1.191977077,1.094555874,NaN,NaN,0.666666666666667,1.04498233139393,0.177420012469904,0.266130018704856,3.90890912684575,9.47939445418523
13.85,1.123209169,1.106017192,NaN,NaN,0.722222222222222,1.03443916880032,0.175629964942177,0.263444947413265,3.86947088636087,9.54164615050681
14.85,1.054441261,1.128939828,NaN,NaN,0.777777777777778,1.02614567239222,0.174221872008986,0.261332808013479,3.83844785101456,9.59061477972575
15.85,1.00286533,1.146131805,NaN,NaN,0.833333333333333,1.01805209266526,0.172847721487065,0.259271582230598,3.8081726332304,9.63840300862231
16.85,0.9398280802,1.163323782,NaN,NaN,0.888888888888889,1.00699551376938,0.170970504708705,0.256455757063057,3.76681388403492,9.70368615167084
17.85,0.9054441261,1.180515759,NaN,NaN,0.944444444444444,0.997470343765273,0.169353294799853,0.254029942199779,3.73118359360299,9.75992715006598
18.85,0.8309455587,1.180515759,NaN,NaN,1,0.989124409640069,0.167936298844915,0.251904448267372,3.6999644073125,9.80920539576022
19.85,0.7679083095,1.197707736,NaN,NaN,1.05555555555556,0.981712850926682,0.166677943751392,0.250016915627088,3.6722403888018,9.85296665792411
20.85,0.6991404011,1.209169054,NaN,NaN,1.11111111111111,0.975059164092485,0.165548262257621,0.248322393386431,3.64735130081247,9.89225309484887
21.85,0.6361031519,1.220630372,NaN,NaN,1.16666666666667,0.969032247353689,0.164524995537382,0.246787493306073,3.62480673796269,9.92783879195331
