,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,1.967889908,0.5917431193,2.15,0.6541284404
1,1.0,1.8302752290000002,0.6788990826000001,,
2,2.0,1.7293577980000001,0.7385321101000001,,
3,2.15,1.720183486,0.752293578,,
4,3.0,1.646788991,0.7981651376000001,,
5,4.0,1.5688073390000001,0.8440366972,,
6,5.0,1.4908256880000001,0.8899082569,,
7,6.0,1.3990825690000002,0.9174311927,,
8,7.0,1.334862385,0.9633027523000001,,
9,8.0,1.279816514,1.004587156,,
10,9.0,1.206422018,1.02293578,,
11,10.0,1.146788991,1.0688073390000001,,
12,11.0,1.064220183,1.105504587,,
13,12.0,1.013761468,1.1376146790000001,,
14,13.0,0.9541284404000001,1.160550459,,
15,14.0,0.8899082569,1.19266055,,
16,15.005555555555599,0.8348623853,1.220183486,,
17,16.0055555555556,0.7798165137999999,1.247706422,,
