,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,2.017204301,0.6322580645,11.933333333333302,0.9548387097
1,1.0,1.892473118,0.7182795699,,
2,2.0,1.802150538,0.7698924731,,
3,3.0,1.7161290319999998,0.8086021505,,
4,4.0,1.6430107530000002,0.8645161290000001,,
5,5.0,1.5741935480000002,0.8946236559,,
6,6.0,1.501075269,0.9204301075,,
7,7.0,1.4279569890000001,0.9548387097,,
8,8.0,1.359139785,0.9849462365999999,,
9,9.0,1.294623656,1.010752688,,
10,10.0,1.225806452,1.040860215,,
11,11.0,1.161290323,1.058064516,,
12,11.933333333333302,1.101075269,1.079569892,,
13,12.0,1.101075269,1.079569892,,
14,13.0,1.04516129,1.109677419,,
15,14.0,0.9849462365999999,1.12688172,,
16,15.0,0.9247311828,1.144086022,,
17,16.0,0.8559139785,1.169892473,,
18,17.0,0.7913978495,1.1827956990000001,,
19,18.0,0.7268817204000001,1.208602151,,
20,19.0,0.6494623656,1.225806452,,
21,20.0,0.5849462366,1.2387096770000001,,
22,21.0,0.5247311828,1.2602150540000001,,
23,22.0,0.44731182799999997,1.27311828,,
24,23.0,0.3827956989,1.294623656,,
