,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,2.370165746,0.6408839779,0.000374462860555556,1.314917127
1,1.0,2.232044199,0.7513812154999999,,
2,2.0,2.1160220990000003,0.8066298343000001,,
3,3.0,2.027624309,0.8674033149,,
4,4.0,1.9613259669999998,0.9116022099,,
5,5.0,1.878453039,0.9447513812,,
6,6.0,1.812154696,0.9779005525,,
7,7.0,1.740331492,1.022099448,,
8,8.0,1.6574585640000001,1.060773481,,
9,9.0,1.61878453,1.0773480659999999,,
10,10.0,1.55801105,1.121546961,,
11,11.0,1.486187845,1.1381215470000001,,
12,12.0,1.44198895,1.171270718,,
13,13.0,1.3646408840000002,1.198895028,,
14,14.005555555555599,1.325966851,1.226519337,,
15,15.005555555555599,1.254143646,1.2375690609999999,,
16,16.0055555555556,1.215469613,1.259668508,,
17,17.0055555555556,1.149171271,1.276243094,,
18,18.005555555555603,1.093922652,1.298342541,,
19,19.005555555555603,1.0276243090000001,1.314917127,,
20,20.016666666666698,0.9834254144,1.3480662980000002,,
