,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,1.993464052,0.6013071895000001,0.00037037037027777797,1.287581699
1,1.0,1.849673203,0.7385620915000001,,
2,2.0,1.7450980390000002,0.8039215686,,
3,3.0,1.6339869280000001,0.8758169935,,
4,4.0,1.5620915030000002,0.9215686275,,
5,5.0,1.4967320259999999,0.9803921568999999,,
6,6.0,1.424836601,1.006535948,,
7,7.0,1.359477124,1.032679739,,
8,8.0,1.287581699,1.071895425,,
9,9.0,1.22875817,1.104575163,,
10,10.0,1.169934641,1.130718954,,
11,11.0,1.117647059,1.169934641,,
12,12.0,1.065359477,1.183006536,,
13,13.0,1.0,1.2091503270000001,,
14,14.005555555555599,0.9411764706,1.222222222,,
15,15.005555555555599,0.8758169935,1.248366013,,
16,16.0055555555556,0.8169934641,1.294117647,,
17,17.0055555555556,0.7450980392000001,1.287581699,,
18,18.005555555555603,0.7058823529000001,1.333333333,,
