,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,1.950113379,0.5986394558,0.000367850844166667,1.297052154
1,1.01666666666667,1.7959183669999998,0.6893424036,,
2,2.0166666666666697,1.68707483,0.7664399093,,
3,3.0166666666666697,1.596371882,0.820861678,,
4,4.02222222222222,1.5147392290000001,0.8662131518999999,,
5,5.0222222222222195,1.442176871,0.9115646259,,
6,6.0222222222222195,1.3696145119999998,0.9387755101999999,,
7,7.0222222222222195,1.306122449,0.9841269841,,
8,8.02222222222222,1.2380952379999999,1.006802721,,
9,9.02222222222222,1.1700680270000001,1.029478458,,
10,10.022222222222199,1.1065759640000001,1.070294785,,
11,11.022222222222199,1.052154195,1.0884353740000001,,
12,12.022222222222199,0.9886621315,1.115646259,,
13,13.022222222222199,0.9297052154000001,1.14739229,,
14,14.022222222222199,0.8752834467,1.16553288,,
15,15.022222222222199,0.8299319728,1.1836734690000001,,
16,16.0222222222222,0.7664399093,1.2063492059999998,,
17,17.0222222222222,0.7120181406,1.2244897959999999,,
18,18.0222222222222,0.6530612245,1.2562358279999999,,
19,19.0222222222222,0.5986394558,1.260770975,,
20,20.0222222222222,0.5532879819,1.283446712,,
21,21.0222222222222,0.4988662132,1.297052154,,
22,22.0222222222222,0.44444444439999997,1.324263039,,
