,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,1.910447761,0.5671641790999999,3.25,0.6009950249
1,1.0,1.7810945269999998,0.6616915422999999,,
2,2.0,1.68159204,0.7213930348,,
3,3.0,1.611940299,0.7810945274,,
4,3.25,1.597014925,0.7910447761,,
5,4.0,1.5323383080000001,0.8258706468000001,,
6,5.0,1.47761194,0.8606965174,,
7,6.0,1.4129353230000001,0.9104477612,,
8,7.0,1.36318408,0.9402985075,,
9,8.0,1.28358209,0.9800995025,,
10,9.0,1.23880597,1.024875622,,
11,10.0,1.179104478,1.044776119,,
12,11.0,1.119402985,1.089552239,,
13,12.0,1.054726368,1.119402985,,
14,13.0,1.004975124,1.15920398,,
15,14.0,0.9701492537,1.194029851,,
16,15.0,0.9004975124,1.233830846,,
17,16.0,0.8606965174,1.2537313429999999,,
18,17.0,0.7960199004999999,1.2885572140000001,,
