,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,2.004464286,0.6026785714,4.65,0.7348214286
1,1.0,1.857142857,0.7008928570999999,,
2,2.0,1.754464286,0.7633928570999999,,
3,3.0,1.674107143,0.8169642856999999,,
4,4.0,1.584821429,0.8571428570999999,,
5,4.65,1.53125,0.8928571429000001,,
6,5.0,1.517857143,0.9017857143000001,,
7,6.0,1.4375,0.9508928570999999,,
8,7.0,1.370535714,1.0,,
9,8.0,1.294642857,1.044642857,,
10,9.0,1.21875,1.0625,,
11,10.0,1.15625,1.107142857,,
12,11.0,1.09375,1.133928571,,
13,12.005555555555599,1.026785714,1.174107143,,
14,13.005555555555599,0.9553571429000001,1.205357143,,
15,14.005555555555599,0.8973214286,1.245535714,,
16,15.005555555555599,0.8348214286,1.267857143,,
