,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,1.950892857,0.5892857143,0.000363343253888889,1.285714286
1,1.0,1.825892857,0.6875,,
2,2.0,1.736607143,0.7410714286,,
3,3.0,1.65625,0.7901785714,,
4,4.0,1.584821429,0.8348214286,,
5,5.0,1.522321429,0.8883928570999999,,
6,6.0,1.450892857,0.9285714286,,
7,7.0,1.388392857,0.9553571429000001,,
8,8.0,1.34375,1.008928571,,
9,9.0,1.272321429,1.03125,,
10,10.0,1.21875,1.058035714,,
11,11.0,1.169642857,1.080357143,,
12,12.0,1.116071429,1.111607143,,
13,13.0,1.071428571,1.133928571,,
14,14.0,1.017857143,1.15625,,
15,15.0,0.9732142856999999,1.183035714,,
16,16.0,0.9285714286,1.214285714,,
17,17.0,0.8705357143000001,1.227678571,,
18,18.0,0.8392857143000001,1.254464286,,
19,19.0,0.7901785714,1.267857143,,
20,20.0,0.7410714286,1.285714286,,
21,21.0,0.7053571429000001,1.308035714,,
