,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,2.019230769,0.6153846154,0.000369925213611111,1.302884615
1,1.0,1.865384615,0.7259615384999999,,
2,2.0,1.75,0.7932692308,,
3,3.0,1.653846154,0.8557692308,,
4,4.0,1.572115385,0.9038461538,,
5,5.0,1.490384615,0.9471153845999999,,
6,6.0,1.4134615380000002,0.9807692308,,
7,7.0,1.336538462,1.014423077,,
8,8.0,1.259615385,1.052884615,,
9,9.0,1.192307692,1.086538462,,
10,10.0,1.125,1.105769231,,
11,11.005555555555599,1.072115385,1.144230769,,
12,12.005555555555599,1.004807692,1.177884615,,
13,13.005555555555599,0.9519230769,1.201923077,,
14,14.005555555555599,0.8894230769,1.221153846,,
15,15.005555555555599,0.8365384615000001,1.240384615,,
16,16.0055555555556,0.7788461538,1.264423077,,
17,17.0055555555556,0.7163461538,1.278846154,,
18,18.005555555555603,0.6634615385,1.302884615,,
19,19.005555555555603,0.5961538462,1.331730769,,
