Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm),Time for Concentration (hours),FAH [M],Inorganic [M],Organic [M],Solvent [M],DCM [M]
0,2.014354067,0.6028708134,0.000369484316944444,1.306220096,0.0555555555555556,1.19802295964753,0.207471750378298,0.296969368188544,4.83904328859864,8.57577197560533
1,1.889952153,0.6985645933,NaN,NaN,0.111111111111111,1.19502467084377,0.206952511392729,0.296226143758219,4.82693262811731,8.59347525604315
2,1.794258373,0.7559808612,NaN,NaN,0.166666666666667,1.1929258695291,0.206589044249679,0.295705886867187,4.81845516920546,8.60586754734288
3,1.717703349,0.8086124402,NaN,NaN,0.222222222222222,1.19130490184236,0.206308327590148,0.295304076746681,4.81190777147624,8.61543848844201
4,1.655502392,0.8421052632,NaN,NaN,0.277777777777778,1.1899933112255,0.206081188369761,0.294978955901814,4.80661000675412,8.62318272458123
5,1.588516746,0.8995215311,NaN,NaN,0.333333333333333,1.1889004567749,0.205891929537993,0.294708056005362,4.80219575913726,8.62963544147505
6,1.511961722,0.9377990431,NaN,NaN,0.388888888888889,1.18797056704312,0.205730892682431,0.29447755227093,4.7984397571095,8.63512593948092
7,1.468899522,0.971291866,NaN,NaN,0.444444444444444,1.18716655048304,0.205591654346715,0.294278250339414,4.79519218083593,8.63987322420605
8,1.406698565,1,NaN,NaN,0.5,1.18646241259914,0.205469712844589,0.294103706620686,4.79234803358992,8.64403077914536
9,1.349282297,1.038277512,NaN,NaN,0.555555555555556,1.18538774198745,0.205283603061723,0.293837314186387,4.78800723396743,8.65037613026472
10,1.301435407,1.066985646,NaN,NaN,0.611111111111111,1.1842058560187,0.205078925890297,0.293544344901796,4.78323337106361,8.65735453031882
11,1.248803828,1.09569378,NaN,NaN,0.666666666666667,1.18218806241611,0.204729487536667,0.293044168434836,4.77508311775526,8.66926851471129
12,1.196172249,1.119617225,NaN,NaN,0.722222222222222,1.18036811509777,0.204414311894421,0.292593034672406,4.76773200333338,8.68001432335994
13,1.133971292,1.148325359,NaN,NaN,0.777777777777778,1.17882555832493,0.204147174314842,0.292210661274185,4.76150132224432,8.68912229024649
14,1.090909091,1.172248804,NaN,NaN,0.833333333333333,1.17748490818265,0.2039150026111,0.291878337070789,4.75608618055516,8.69703810723117
15,1.04784689,1.196172249,NaN,NaN,0.888888888888889,1.17630495586291,0.203710660305999,0.291585847104664,4.75132012802863,8.70400509012931
16,1,1.220095694,NaN,NaN,0.944444444444444,1.17525696198254,0.203529170357918,0.291326067375058,4.74708708081325,8.71019292951891
17,0.956937799,1.248803828,NaN,NaN,1,1.17431921554993,0.203366772891142,0.291093616099085,4.74329934407196,8.71572981711137
18,0.8995215311,1.263157895,NaN,NaN,1.05555555555556,1.1734747247816,0.203220525295074,0.290884281304712,4.73988828474972,8.72071608023589
19,0.8325358852,1.267942584,NaN,NaN,1.11111111111111,1.17270990954288,0.203088075783137,0.290694696709196,4.73679905009178,8.7252319022732
20,0.7894736842,1.28708134,NaN,NaN,1.16666666666667,1.17201375170703,0.202967516253305,0.290522131107671,4.73398713578225,8.72934233932702
21,0.7464114833,1.306220096,NaN,NaN,1.22222222222222,1.17137720351061,0.202857279827995,0.290364341714581,4.73141599617851,8.73310081356713
22,0.7033492823,1.330143541,NaN,NaN,1.27777777777778,1.1707927589263,0.202756066625085,0.290219467914337,4.72905531300421,8.73655164404197
NaN,NaN,NaN,NaN,NaN,1.33333333333333,1.1702541349672,0.202662788566689,0.290085952262123,4.72687970807665,8.73973192840499
NaN,NaN,NaN,NaN,NaN,1.38888888888889,1.16975603016903,0.202576527553479,0.289962480615763,4.72486776777016,8.74267296894731
NaN,NaN,NaN,NaN,NaN,1.44444444444444,1.16859284026988,0.202375088138268,0.28967414576654,4.72016942185822,8.74954097878057
NaN,NaN,NaN,NaN,NaN,1.5,1.16679632918341,0.20206397114616,0.289228821444502,4.71291297084796,8.7601484091033
NaN,NaN,NaN,NaN,NaN,1.55555555555556,1.16523829288689,0.201794152846778,0.288842610937545,4.70661976500966,8.76934777423951
NaN,NaN,NaN,NaN,NaN,1.61111111111111,1.16384973634457,0.201553684787285,0.28849841155827,4.70101112023131,8.77754645271293
NaN,NaN,NaN,NaN,NaN,1.66666666666667,1.16259974476556,0.201337213192341,0.288188560059624,4.69596216577474,8.78492697971229
NaN,NaN,NaN,NaN,NaN,1.72222222222222,1.16146729435187,0.201141097193349,0.287907845002244,4.69138798250893,8.79161348944093
NaN,NaN,NaN,NaN,NaN,1.77777777777778,1.16043611391057,0.200962518970462,0.287652233036151,4.68722284798158,8.79770205452891
NaN,NaN,NaN,NaN,NaN,1.83333333333333,1.15949302068143,0.200799195553792,0.287418456380917,4.6834135145091,8.80327051207492
NaN,NaN,NaN,NaN,NaN,1.88888888888889,1.15862710225974,0.200649237150085,0.287203810038356,4.67991590480703,8.80838329395112
NaN,NaN,NaN,NaN,NaN,1.94444444444444,1.15782920739464,0.20051105895997,0.287006025570152,4.67669305522734,8.81309443336472
NaN,NaN,NaN,NaN,NaN,2,1.15709158914158,0.200383319379655,0.286823182641467,4.67371367438304,8.8174496718506
NaN,NaN,NaN,NaN,NaN,2.05555555555556,1.15640763925883,0.200264874004128,0.286653643182379,4.67095107032507,8.82148802751686
NaN,NaN,NaN,NaN,NaN,2.11111111111111,1.15577168381334,0.200154740230501,0.286496000722088,4.6683823249554,8.82524300188202
NaN,NaN,NaN,NaN,NaN,2.16666666666667,1.15517882259797,0.200052069448531,0.286349040583191,4.66598764540255,8.82874352802988
NaN,NaN,NaN,NaN,NaN,2.22222222222222,1.15462480113859,0.199956124875015,0.286211708154433,4.66374984703385,8.83201472633865
NaN,NaN,NaN,NaN,NaN,2.27777777777778,1.15410590754795,0.199866263691101,0.286083083322556,4.66165393682857,8.83507851350316
NaN,NaN,NaN,NaN,NaN,2.33333333333333,1.15361888865002,0.19978192251683,0.285962359680953,4.6596867745881,8.83795409777567
NaN,NaN,NaN,NaN,NaN,2.38888888888889,1.15316088124363,0.199702605507482,0.285848827491101,4.65783679529666,8.84065838481691
NaN,NaN,NaN,NaN,NaN,2.44444444444444,1.15229604877806,0.199552835167964,0.285634450338458,4.65434357197853,8.84576475470715
NaN,NaN,NaN,NaN,NaN,2.5,1.1513299535929,0.199385528308373,0.285394971892376,4.65044132921745,8.85146902641408
NaN,NaN,NaN,NaN,NaN,2.55555555555556,1.1498491203299,0.199129079910102,0.285027898694851,4.64445996116005,8.86021254922072
NaN,NaN,NaN,NaN,NaN,2.61111111111111,1.14850123060277,0.19889565446633,0.284693779922394,4.63901557740655,8.86817111205452
NaN,NaN,NaN,NaN,NaN,2.66666666666667,1.14726673811521,0.198681866979906,0.284387770383002,4.6340292267372,8.87546012526703
NaN,NaN,NaN,NaN,NaN,2.72222222222222,1.14613123952052,0.198485223101676,0.28410629973377,4.62944273128682,8.88216463286264
NaN,NaN,NaN,NaN,NaN,2.77777777777778,1.1450830843942,0.198303705229272,0.283846480034056,4.62520903276829,8.88835342432272
NaN,NaN,NaN,NaN,NaN,2.83333333333333,1.1441125159468,0.198135623697093,0.283605892742897,4.62128872164763,8.89408410823377
NaN,NaN,NaN,NaN,NaN,2.88888888888889,1.14321122623888,0.197979539749123,0.28338247846443,4.61764824057247,8.89940573850337
NaN,NaN,NaN,NaN,NaN,2.94444444444444,1.14237206979054,0.197834215942283,0.283174465956601,4.61425872758635,8.90436050534151
NaN,NaN,NaN,NaN,NaN,3,1.14158885661335,0.197698580304015,0.282980320827315,4.61109518014502,8.90898495729593
NaN,NaN,NaN,NaN,NaN,3.05555555555556,1.1408561934121,0.197571698831856,0.282798706171087,4.60813581370029,8.91331093886978
NaN,NaN,NaN,NaN,NaN,3.11111111111111,1.14016935768975,0.197452753691122,0.282628451361801,4.60536155318563,8.91736633386448
NaN,NaN,NaN,NaN,NaN,3.16666666666667,1.13952419596011,0.197341025587542,0.282468526821383,4.60275562187793,8.92117566637884
NaN,NaN,NaN,NaN,NaN,3.22222222222222,1.13891704037257,0.197235879328462,0.282318023352504,4.60030320462887,8.92476059309508
NaN,NaN,NaN,NaN,NaN,3.27777777777778,1.1383446397645,0.1971367518826,0.282176135047642,4.59799116937229,8.92814031037742
NaN,NaN,NaN,NaN,NaN,3.33333333333333,1.13780410221284,0.197043142431225,0.282042145048616,4.59580783507933,8.93133189347377
NaN,NaN,NaN,NaN,NaN,3.38888888888889,1.13729284686285,0.19695460402593,0.281915413605742,4.5937427771852,8.93435058094143
NaN,NaN,NaN,NaN,NaN,3.44444444444444,1.13680856331086,0.196870736554609,0.281795368009538,4.59178666352883,8.93721001446947
NaN,NaN,NaN,NaN,NaN,3.5,1.13634917718511,0.196791180780789,0.281681494058776,4.58993111532685,8.93992244210594
NaN,NaN,NaN,NaN,NaN,3.55555555555556,1.13576029783454,0.196689199571966,0.28153552095595,4.58755251928561,8.94339945748684
NaN,NaN,NaN,NaN,NaN,3.61111111111111,1.13491609985971,0.196543002681418,0.281326258740069,4.58414264261215,8.94838399182349
NaN,NaN,NaN,NaN,NaN,3.66666666666667,1.13416390246392,0.196412738307871,0.281139801891658,4.58110437382901,8.95282531229452
NaN,NaN,NaN,NaN,NaN,3.72222222222222,1.13347507613423,0.196293448436857,0.280969053644912,4.57832207287152,8.95689246075341
NaN,NaN,NaN,NaN,NaN,3.77777777777778,1.13257597080901,0.196137742776882,0.280746180837497,4.57469041493484,8.96220119341968
NaN,NaN,NaN,NaN,NaN,3.83333333333333,1.13134900489293,0.195925258730383,0.280442037006234,4.56973446552357,8.96944576628164
NaN,NaN,NaN,NaN,NaN,3.88888888888889,1.13020832251777,0.195727717133125,0.280159281386629,4.56512703179493,8.97618088130881
NaN,NaN,NaN,NaN,NaN,3.94444444444444,1.12914502882929,0.195543577588104,0.279895709096698,4.56083218573578,8.98245905782442
NaN,NaN,NaN,NaN,NaN,4,1.12815149797624,0.195371519462275,0.27964942981855,4.55681912507801,8.98832532237275
NaN,NaN,NaN,NaN,NaN,4.05555555555556,1.12722110581722,0.195210395597148,0.279418801541015,4.5530610936508,8.99381878694081
NaN,NaN,NaN,NaN,NaN,4.11111111111111,1.12634805215711,0.195059201523962,0.279202386495083,4.54953466335951,8.9989736985567
NaN,NaN,NaN,NaN,NaN,4.16666666666667,1.12552722903736,0.194917052654416,0.27899891850534,4.54621920218513,9.00382021696429
NaN,NaN,NaN,NaN,NaN,4.22222222222222,1.12475411737081,0.194783166380029,0.278807277367492,4.54309645667241,9.00838502493928
NaN,NaN,NaN,NaN,NaN,4.27777777777778,1.12402470320992,0.194656847571619,0.278626468092709,4.54015021372152,9.01269182267983
NaN,NaN,NaN,NaN,NaN,4.33333333333333,1.12333540863563,0.194537476610735,0.278455603776149,4.53736602143479,9.01676173587084
NaN,NaN,NaN,NaN,NaN,4.38888888888889,1.12268303401741,0.194424499390344,0.278293891284217,4.53473095589406,9.02061365660725
NaN,NaN,NaN,NaN,NaN,4.44444444444444,1.12206470935671,0.194317418888569,0.278140619193442,4.53223342462772,9.02426453068455
NaN,NaN,NaN,NaN,NaN,4.5,1.12147785301269,0.194215788020868,0.277995147559281,4.52986299989583,9.02772960130148
NaN,NaN,NaN,NaN,NaN,4.55555555555556,1.12092013649911,0.194119203543622,0.27785689918989,4.52761027649832,9.03102261691498
NaN,NaN,NaN,NaN,NaN,4.61111111111111,1.1203894543185,0.194027300830056,0.277725352168511,4.52546674992916,9.03415600935368
NaN,NaN,NaN,NaN,NaN,4.66666666666667,1.11988389800419,0.193939749374886,0.277600033418954,4.52342471152743,9.03714104708522
NaN,NaN,NaN,NaN,NaN,4.72222222222222,1.11940173369793,0.193856248911239,0.27748051314746,4.52147715790883,9.03998796760874
NaN,NaN,NaN,NaN,NaN,4.77777777777778,1.11894138271252,0.193776526044526,0.277366400024517,4.51961771245464,9.04270609222178
NaN,NaN,NaN,NaN,NaN,4.83333333333333,1.11850140462605,0.193700331324723,0.27725733699421,4.51784055702591,9.04530392583993
NaN,NaN,NaN,NaN,NaN,4.88888888888889,1.11779620040564,0.1935782051561,0.277082528948927,4.51499210264329,9.04946777692201
NaN,NaN,NaN,NaN,NaN,4.94444444444444,1.116995686816,0.193439573459349,0.276884095343774,4.51175867553562,9.05419437849346
NaN,NaN,NaN,NaN,NaN,5,1.11626457241704,0.193312960206357,0.276702864609098,4.50880556499876,9.05851121522407
NaN,NaN,NaN,NaN,NaN,5.05555555555556,1.11558650829343,0.193195534117431,0.276534784128872,4.50606673464482,9.06251481865282
NaN,NaN,NaN,NaN,NaN,5.11111111111111,1.11495435369115,0.193086058567913,0.276378083832502,4.50351334160603,9.066247351086
NaN,NaN,NaN,NaN,NaN,5.16666666666667,1.1143631782828,0.192983679731378,0.276231541576285,4.50112547134935,9.06973792345142
NaN,NaN,NaN,NaN,NaN,5.22222222222222,1.11380899820724,0.19288770768896,0.276094169829295,4.49888703229965,9.07301005830326
NaN,NaN,NaN,NaN,NaN,5.27777777777778,1.11281973990406,0.192716389476662,0.275848949643064,4.49489122928588,9.07885109574596
NaN,NaN,NaN,NaN,NaN,5.33333333333333,1.11180508661704,0.192540673400613,0.275597434475387,4.49079285108764,9.08484207688984
NaN,NaN,NaN,NaN,NaN,5.38888888888889,1.11084846216156,0.19237500666724,0.275360303660951,4.48692886241056,9.09049042903913
NaN,NaN,NaN,NaN,NaN,5.44444444444444,1.10994506151955,0.192218557150991,0.275136366118084,4.48327985486987,9.09582452323755
NaN,NaN,NaN,NaN,NaN,5.5,1.10909059799863,0.19207058248916,0.274924559249189,4.47982851369735,9.10086967009457
NaN,NaN,NaN,NaN,NaN,5.55555555555556,1.10828123268379,0.191930417864424,0.274723931452998,4.47655933278288,9.10564853633559
NaN,NaN,NaN,NaN,NaN,5.61111111111111,1.1075135164254,0.191797465958418,0.274533627744402,4.47345838035303,9.11018148733151
NaN,NaN,NaN,NaN,NaN,5.66666666666667,1.10678434121743,0.191671188531503,0.274352877701955,4.47051310257857,9.11448687418377
NaN,NaN,NaN,NaN,NaN,5.72222222222222,1.10609089895287,0.191551099280077,0.274180985244031,4.46771215697954,9.11858127725181
NaN,NaN,NaN,NaN,NaN,5.77777777777778,1.10543064614712,0.191436757727441,0.274017319884375,4.46504526993644,9.12247971444214
NaN,NaN,NaN,NaN,NaN,5.83333333333333,1.10480127358054,0.19132776396653,0.273861309206993,4.46250311407054,9.12619582045306
NaN,NaN,NaN,NaN,NaN,5.88888888888889,1.10420068004616,0.191223754113598,0.273712432358678,4.46007720220609,9.12974200177983
