Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm),Time for Concentration (hours),FAH [M],Inorganic [M],Organic [M],Solvent [M],DCM [M]
0,2.081841432,0.5933503836,0.0003608979825,1.283887468,0.0555555555555556,1.2444411716879,0.202833302634156,0.308475647756113,5.16019643835146,8.30169743544034
1,1.933503836,0.6854219949,NaN,NaN,0.111111111111111,1.2233864886038,0.199401568773992,0.303256552510445,5.07289114571649,8.42601399850781
2,1.846547315,0.7519181586,NaN,NaN,0.166666666666667,1.21033364861565,0.197274067126036,0.300020977087513,5.01876627428859,8.50308398807324
3,1.759590793,0.7979539642,NaN,NaN,0.222222222222222,1.20114617559251,0.195776587342705,0.29774355991703,4.98066952319251,8.55733106768734
4,1.68286445,0.8439897698,NaN,NaN,0.277777777777778,1.19325516416662,0.194490419747924,0.295787513366634,4.94794867629253,8.60392323987409
5,1.606138107,0.895140665,NaN,NaN,0.333333333333333,1.18210678174744,0.192673328448989,0.293024020349503,4.90172082353288,8.66974843328013
6,1.534526854,0.9207161125,NaN,NaN,0.388888888888889,1.17296798895969,0.191183783129048,0.290758670175427,4.86382592977085,8.72370808232453
7,1.468030691,0.9565217391,NaN,NaN,0.444444444444444,1.16529142406895,0.189932568491427,0.288855781247378,4.83199430630067,8.76903406322716
8,1.401534527,0.9820971867,NaN,NaN,0.5,1.15180274224713,0.187734028339955,0.285512168100348,4.77606217428948,8.84867746406587
9,1.345268542,1.012787724,NaN,NaN,0.555555555555556,1.141665582128,0.186081757655672,0.282999339768001,4.73402745321802,8.90853193445807
10,1.278772379,1.038363171,NaN,NaN,0.611111111111111,1.13361023255764,0.184768804344258,0.281002556606891,4.70062516220716,8.95609443487156
11.0055555555556,1.227621483,1.058823529,NaN,NaN,0.666666666666667,1.1269570844216,0.183684397913445,0.27935335516003,4.67303723591825,8.99537769107385
12.0055555555556,1.171355499,1.094629156,NaN,NaN,0.722222222222222,1.12131323735802,0.182764498953563,0.277954342158544,4.64963447476031,9.02870156807645
13.0055555555556,1.120204604,1.104859335,NaN,NaN,0.777777777777778,1.1164316042564,0.181968834371922,0.276744268940631,4.62939230798105,9.05752498217985
14.0055555555556,1.063938619,1.125319693,NaN,NaN,0.833333333333333,1.11214657054049,0.181270410404384,0.27568208249,4.61162399862089,9.08282579825305
15.0055555555556,1.007672634,1.15601023,NaN,NaN,0.888888888888889,1.10834148780745,0.180650214355669,0.274738867665913,4.59584585272424,9.10529276228523
16.0055555555556,0.9565217391,1.176470588,NaN,NaN,0.944444444444444,1.10493090537796,0.180094318493481,0.273893442708835,4.58170354073255,9.12543041451195
17.0055555555556,0.915601023,1.186700767,NaN,NaN,1,1.09931655667555,0.179179227515008,0.272501741845741,4.55842309740024,9.15858011958035
18.0055555555556,0.8644501279,1.212276215,NaN,NaN,1.05555555555556,1.09373142192534,0.178268898161709,0.271117282620933,4.53526379256412,9.19155733199627
19.0055555555556,0.8030690537,1.237851662,NaN,NaN,1.11111111111111,1.08862500581739,0.177436595866219,0.26985148954654,4.51408954117124,9.2217079686787
20.0055555555556,0.7621483376,1.237851662,NaN,NaN,1.16666666666667,1.08127696286773,0.176238927504478,0.268030035579727,4.48362016590438,9.26509420446885
21.0055555555556,0.7109974425,1.25831202,NaN,NaN,1.22222222222222,1.07273517088716,0.174846688226921,0.265912671678443,4.44820079409471,9.3155288853054
22.0055555555556,0.6598465473,1.273657289,NaN,NaN,1.27777777777778,1.06555479650047,0.17367634841164,0.264132779876035,4.41842667284318,9.35792512854143
23.0055555555556,0.6189258312,1.283887468,NaN,NaN,1.33333333333333,1.05934543141375,0.172664274834797,0.262593584644587,4.39267893616114,9.3945880848694
24.0055555555556,0.5677749361,1.299232737,NaN,NaN,1.38888888888889,1.05386877773845,0.171771626971951,0.261236016019843,4.36996945866046,9.42692477496843
NaN,NaN,NaN,NaN,NaN,1.44444444444444,1.04896917351995,0.170973033251454,0.260021488069919,4.34965277289593,9.45585429883739
NaN,NaN,NaN,NaN,NaN,1.5,1.04453909412327,0.170250968074405,0.258923347279824,4.33128301750332,9.48201153153056
NaN,NaN,NaN,NaN,NaN,1.55555555555556,1.04050073306073,0.169592749646585,0.257922306754181,4.31453756030874,9.50585587844922
NaN,NaN,NaN,NaN,NaN,1.61111111111111,1.03679557067451,0.168988839762622,0.25700386047232,4.29917374385532,9.52773286665285
NaN,NaN,NaN,NaN,NaN,1.66666666666667,1.03337816338642,0.168431831506659,0.256156743749711,4.28500313192315,9.54791081599362
NaN,NaN,NaN,NaN,NaN,1.72222222222222,1.03021227999726,0.167915819502084,0.255371975492753,4.2718754883184,9.56660365218788
NaN,NaN,NaN,NaN,NaN,1.77777777777778,1.02726840183148,0.167435992456418,0.254642238527469,4.25966841097994,9.58398566711521
NaN,NaN,NaN,NaN,NaN,1.83333333333333,1.02452204683006,0.166988360002737,0.253961464170829,4.24828038266713,9.60020141414766
NaN,NaN,NaN,NaN,NaN,1.88888888888889,1.02195260923044,0.166569563577401,0.253324544607298,4.23762595958008,9.61537255921429
NaN,NaN,NaN,NaN,NaN,1.94444444444444,1.01954253244003,0.166176741605481,0.252727127858336,4.22763234159878,9.62960276453802
NaN,NaN,NaN,NaN,NaN,2,1.01727670373334,0.165807430841552,0.252165467738193,4.21823686233615,9.64298126262273
NaN,NaN,NaN,NaN,NaN,2.05555555555556,1.01514200074894,0.165459492452563,0.251636311438273,4.20938510864329,9.65558553394471
NaN,NaN,NaN,NaN,NaN,2.11111111111111,1.01232340965416,0.165000086131448,0.250937630991577,4.19769754633874,9.67222779620036
NaN,NaN,NaN,NaN,NaN,2.16666666666667,1.0085726773095,0.164388748732724,0.250007888697684,4.18214476961736,9.69437385046355
NaN,NaN,NaN,NaN,NaN,2.22222222222222,1.00147349070002,0.163231641833035,0.248248121954407,4.15270730138595,9.73629072360478
NaN,NaN,NaN,NaN,NaN,2.27777777777778,0.994954600740173,0.162169118340445,0.246632200809427,4.1256760896918,9.77478125759125
NaN,NaN,NaN,NaN,NaN,2.33333333333333,0.989193123524808,0.161230046668573,0.245204029308454,4.10178556366072,9.80879967728175
