,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,1.9646799119999998,0.591611479,16.7722222222222,1.2494481240000002
1,1.0,1.796909492,0.701986755,,
2,2.0,1.6865342159999999,0.7726269316,,
3,3.0,1.589403974,0.8388520971,,
4,4.0,1.505518764,0.9050772627,,
5,5.0,1.4172185430000002,0.940397351,,
6,6.0,1.3598233999999998,0.9801324503,,
7,7.0,1.2803532009999998,1.024282561,,
8,8.0,1.214128035,1.050772627,,
9,9.0,1.14790287,1.090507726,,
10,10.0,1.090507726,1.112582781,,
11,11.0,1.0375275940000002,1.1523178809999999,,
12,12.0,0.9801324503,1.183222958,,
13,13.0,0.9183222958,1.205298013,,
14,14.005555555555599,0.8697571744,1.227373068,,
15,15.005555555555599,0.8167770419,1.2582781459999999,,
16,16.0055555555556,0.7593818984999999,1.2803532009999998,,
17,16.7722222222222,0.7284768212,1.302428256,,
18,17.0055555555556,0.7152317881,1.311258278,,
