,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,2.05655527,0.6221079692,6.427777777777781,0.8738095238
1,1.02777777777778,1.928571429,0.7321428570999999,,
2,2.02777777777778,1.845238095,0.7976190476,,
3,3.02777777777778,1.767857143,0.8333333333,,
4,4.0277777777777795,1.702380952,0.8928571429000001,,
5,5.02777777777778,1.630952381,0.9166666667,,
6,6.02777777777778,1.553571429,0.9464285714,,
7,6.427777777777781,1.529761905,0.9761904762000001,,
8,7.02777777777778,1.494047619,0.9880952381,,
9,8.02777777777778,1.422619048,1.023809524,,
10,9.027777777777779,1.375,1.041666667,,
11,10.0277777777778,1.30952381,1.071428571,,
12,11.0277777777778,1.255952381,1.101190476,,
13,12.0277777777778,1.208333333,1.107142857,,
14,13.0277777777778,1.130952381,1.125,,
15,14.0277777777778,1.06547619,1.1369047620000001,,
16,15.033333333333301,1.017857143,1.166666667,,
17,16.033333333333303,0.9404761905,1.19047619,,
18,17.033333333333303,0.8988095237999999,1.220238095,,
19,18.033333333333303,0.8392857143000001,1.232142857,,
20,19.033333333333303,0.7857142856999999,1.244047619,,
21,20.033333333333303,0.7380952381,1.2619047620000001,,
22,21.033333333333303,0.6785714286,1.273809524,,
23,22.033333333333303,0.6309523810000001,1.303571429,,
24,23.033333333333303,0.5654761905,1.30952381,,
25,24.033333333333303,0.5059523810000001,1.333333333,,
26,25.033333333333303,0.4642857143,1.345238095,,
