,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,2.0143540669999997,0.6028708134,0.000369484316944444,1.3062200959999999
1,1.0,1.889952153,0.6985645933,,
2,2.0,1.7942583730000001,0.7559808612000001,,
3,3.0,1.717703349,0.8086124402,,
4,4.0,1.6555023919999998,0.8421052631999999,,
5,5.0,1.588516746,0.8995215311,,
6,6.0,1.511961722,0.9377990431000001,,
7,7.0,1.4688995219999998,0.971291866,,
8,8.0,1.406698565,1.0,,
9,9.0,1.3492822969999998,1.038277512,,
10,10.0,1.301435407,1.066985646,,
11,11.0,1.248803828,1.09569378,,
12,12.0,1.196172249,1.119617225,,
13,13.0,1.133971292,1.148325359,,
14,14.0,1.0909090909999999,1.172248804,,
15,15.0,1.04784689,1.196172249,,
16,16.0,1.0,1.220095694,,
17,17.0,0.9569377990000001,1.248803828,,
18,18.0,0.8995215311,1.263157895,,
19,19.0,0.8325358852,1.267942584,,
20,20.0,0.7894736842,1.28708134,,
21,21.0,0.7464114833,1.3062200959999999,,
22,22.0,0.7033492823,1.330143541,,
