,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,2.109090909,0.6181818182,9.46666666666667,0.9809090909
1,1.0,1.9681818180000001,0.7045454545000001,,
2,2.0,1.863636364,0.7636363636,,
3,3.0,1.7681818180000002,0.8090909090999999,,
4,4.0,1.6818181819999998,0.85,,
5,5.0,1.5909090909999999,0.8909090909,,
6,6.0,1.509090909,0.9136363636,,
7,7.0,1.4272727269999999,0.9454545455,,
8,8.0,1.345454545,0.9727272726999999,,
9,9.0,1.268181818,0.9954545455,,
10,9.46666666666667,1.245454545,1.0136363640000001,,
11,10.0,1.204545455,1.018181818,,
12,11.0,1.127272727,1.045454545,,
13,12.0,1.054545455,1.059090909,,
14,13.0,0.9818181818,1.0818181820000001,,
15,14.0,0.9227272727,1.1,,
16,15.0,0.85,1.109090909,,
17,16.0,0.7727272727,1.122727273,,
18,17.0,0.6954545455,1.145454545,,
19,18.0,0.6136363636,1.1590909090000001,,
20,19.0,0.5454545454999999,1.163636364,,
21,20.0,0.4772727273,1.181818182,,
