,Time for Concentration (hours),FAH [M],Inorganic [M],Organic [M],Solvent [M],DCM [M]
0,0.0555555555555556,1.42724830304878,0.252015082247614,0.319865296698895,5.53696718936166,7.22231978894595
1,0.111111111111111,1.4084220622409902,0.248690855751457,0.31564608614608003,5.46393135009732,7.333478600662861
2,0.166666666666667,1.39483247852566,0.246291287259828,0.312600479983627,5.41121096571285,7.4137177728345796
3,0.222222222222222,1.38407545238023,0.244391875067157,0.31018968758523696,5.36947940387101,7.47723221823775
4,0.277777777777778,1.37293157381825,0.242424154757833,0.307692196423404,5.32624705962639,7.54303081879295
5,0.33333333333333304,1.36220231392548,0.240529645366191,0.30528762681093496,5.2846232161329505,7.60638131942971
6,0.38888888888888895,1.35303711692024,0.23891130896869198,0.303233584460263,5.24906710792553,7.66049687115645
7,0.444444444444444,1.34200618147114,0.236963531487693,0.300761405349764,5.20627292311609,7.72562860346385
8,0.5,1.33284415712894,0.235345755300311,0.298708074035011,5.170729123160251,7.77972542232417
9,0.555555555555556,1.3249003186835302,0.23394307918929,0.29692775435563695,5.13991123902903,7.82662950960736
10,0.6111111111111109,1.31782689130632,0.232694095127839,0.295342505354565,5.112470088655759,7.86839428835657
11,0.666666666666667,1.31141653757473,0.23156219269751102,0.293905859962226,5.08760131269843,7.906243974375321
12,0.7222222222222221,1.30553526775096,0.23052371278116301,0.292587789299169,5.06478510196871,7.94096970489537
13,0.7777777777777779,1.3000908714314399,0.22956237340992602,0.29136762778952097,5.043663728958361,7.97311593268309
14,0.833333333333333,1.29501660613465,0.228666389590302,0.29023041755692197,5.02397826820257,8.0030767361428
15,0.8888888888888891,1.29026214135931,0.227826874259409,0.28916487886771197,5.00553346402393,8.031149289775389
16,0.944444444444444,1.28421689991426,0.226759441201877,0.28781005998699705,4.98208113028388,8.06684318440016
17,1.0,1.27853487198853,0.225756142244031,0.286536642078962,4.960037872550379,8.1003924988286
18,1.05555555555556,1.27154591348332,0.224522073197495,0.284970323673743,4.93292441664473,8.14165853438551
19,1.11111111111111,1.26494460356988,0.223356452851529,0.28349088246540194,4.9073148318798,8.18063571380465
20,1.16666666666667,1.25897181985,0.222301813951488,0.282152302323042,4.8841435957217305,8.215901784589711
21,1.22222222222222,1.25345962007199,0.221328502245703,0.280916945158007,4.86275918121808,8.248448355279269
22,1.27777777777778,1.24830459991816,0.22041825921000802,0.27976163668962606,4.842760434404849,8.27888597267338
23,1.33333333333333,1.24343955151612,0.219559217674937,0.278671314741266,4.82388662434728,8.3076114630587
24,1.38888888888889,1.2388186651355,0.218743288828652,0.277635712744058,4.80596003356372,8.33489530821892
25,1.44444444444444,1.2344093363461999,0.21796471557330604,0.27664752361227396,4.78885417414089,8.36093001975221
26,1.5,1.23018741788076,0.217219234126919,0.275701335622628,4.77247536747539,8.385858174266719
27,1.55555555555556,1.22613436289835,0.216503569597793,0.274792992181815,4.7567516616518395,8.40978928086777
28,1.61111111111111,1.22223545047061,0.21581512265127695,0.273919194134314,4.74162594726808,8.43281025870828
29,1.6666666666666698,1.21847865179114,0.215151769311728,0.273077245664885,4.72705155892877,8.45499213141101
30,1.72222222222222,1.2148538869448202,0.21451172972722002,0.272264887730703,4.71298939190407,8.47639441544547
31,1.77777777777778,1.21135252591936,0.21389348006111397,0.27148018623141396,4.69940596631884,8.49706806638599
32,1.8333333333333302,1.2079670459111298,0.213295691981143,0.270721455206836,4.68627209768103,8.517057502335941
33,1.88888888888889,1.20469079077676,0.212717190184792,0.269987202926851,4.67356196368104,8.53640202423687
34,1.94444444444444,1.20151779856526,0.21215692194594,0.269276093239078,4.6612524351080005,8.555136834198072
35,2.0,1.19820582870251,0.21157211385362804,0.26853383681422,4.64840374688535,8.574692232333259
36,2.05555555555556,1.1930120945796499,0.21065503493375898,0.26736985203130903,4.62825481038487,8.60535843486222
37,2.1111111111111103,1.18810874176585,0.209789229831719,0.266270945555643,4.60923239950524,8.6343100921673
38,2.1666666666666696,1.18352954707284,0.20898066265758203,0.265244687219239,4.591467550379299,8.6613477703683
39,2.22222222222222,1.1791960379336999,0.208215477188601,0.26427349027784003,4.57465583102609,8.68693480770565
40,2.27777777777778,1.17505779691445,0.207484771011828,0.263346055515013,4.55860164851537,8.71136889197103
41,2.3333333333333304,1.1710812840087401,0.20678262183088197,0.262454866169965,4.54317488539364,8.73484805883654
42,2.38888888888889,1.16724344161844,0.20610495827116396,0.261594754728786,4.52828609039727,8.75750845099968
43,2.44444444444444,1.1635278999568301,0.205448889852345,0.260762052504899,4.5138717574272595,8.77944672323392
44,2.5,1.15992265815075,0.204812297531065,0.259954069943274,4.49988532945441,8.800733734231349
45,2.55555555555556,1.15641863174207,0.20419357722731896,0.259168771096213,4.4862915635945395,8.82142312282415
46,2.61111111111111,1.15300872325948,0.20359147571151398,0.25840456532615197,4.473062925419599,8.84155679575747
47,2.6666666666666696,1.1496872161285099,0.20300498358466398,0.25766017147284304,4.460177237649559,8.86116850632452
48,2.72222222222222,1.1464493725954699,0.20243326428218397,0.256934527742772,4.4476161203103795,8.880286228408972
49,2.77777777777778,1.14329116274028,0.20187560622457001,0.256226730977339,4.43536393944741,8.89893375651827
50,2.8333333333333304,1.14020907911465,0.201331390087303,0.255535995110807,4.42340708801973,8.917131800245349
51,2.88888888888889,1.1372000081548999,0.20080006609568302,0.254861622352212,4.41173348704996,8.93489874350673
52,2.94444444444444,1.13426113976396,0.200281138059351,0.25420298292148397,4.40033223485037,8.95225117841207
53,3.0,1.1313899028857701,0.19977415199640502,0.253559500610821,4.3891933570857296,8.969204285662551
54,3.05555555555556,1.12858391899327,0.19927868792057102,0.252930642360725,4.37830762633134,8.985772109179301
55,3.11111111111111,1.12584096806145,0.198794353832938,0.252315910634113,4.36766643006641,9.00196775701424
56,3.1666666666666696,1.12315896333451,0.19832078126648,0.251714837761302,4.35726167278414,9.017803550336401
57,3.22222222222222,1.12053593234971,0.197857621935368,0.251126981687197,4.34708570237418,9.03329113547586
58,3.27777777777778,1.11797000245534,0.19740454517781197,0.250551922725684,4.33713125394008,9.048441569432349
59,3.3333333333333304,1.11497901493057,0.19687641425241698,0.24988160270499102,4.32552780711651,9.06610173975038
60,3.38888888888889,1.1118233085558302,0.196319198244608,0.249174367002771,4.31328533843126,9.084734486156009
61,3.44444444444444,1.1087963953731002,0.19578472377855,0.24849599556508298,4.30154251908997,9.102606778133909
62,3.5,1.10585453882448,0.19526526811097197,0.247836686448541,4.2901296744218795,9.11997685650083
63,3.55555555555556,1.10245903925208,0.19466571083549,0.247075709906583,4.2769569351839,9.14002545258049
64,3.61111111111111,1.09895289782787,0.19404661707478502,0.246289937056458,4.2633549641844395,9.16072732920076
65,3.6666666666666696,1.09555257892145,0.19344620882974498,0.24552788043775398,4.250163528484,9.180804380851981
66,3.72222222222222,1.09224393598168,0.19286198818586,0.24478636962051398,4.23732774695977,9.200340135298891
67,3.77777777777778,1.08901689564059,0.192292176447257,0.24406314702921103,4.22480854028127,9.21939407035376
68,3.8333333333333304,1.08586409654186,0.191735473789087,0.24335656288614801,4.21257735028649,9.2380096508605
69,3.88888888888889,1.08278001272923,0.191190904470604,0.242665378751151,4.20061273919306,9.25621950461445
70,3.94444444444444,1.07976037949956,0.190657715455694,0.24198863884761102,4.18889816221237,9.2740488123907
71,4.0,1.0768018116112401,0.19013530899837502,0.24132558449793695,4.17742048640071,9.291517562217448
72,4.05555555555556,1.07390154586935,0.18962319718999396,0.24067559643345396,4.1661689920258596,9.30864206927243
73,4.11111111111111,1.07105726534943,0.189120970921705,0.24003815540062598,4.15513469064852,9.325436013746609
74,4.16666666666667,1.0682669779507201,0.188628278440111,0.239412814943218,4.1443098539732794,9.341911157922
75,4.2222222222222205,1.06552893156815,0.18814481036883898,0.23879918239121803,4.133687684760759,9.35807784703535
76,4.2777777777777795,1.06284155423919,0.18767028914002198,0.23819690544695102,4.1232620846292996,9.37394536267866
77,4.33333333333333,1.06020341151236,0.187204461466686,0.23760566263079397,4.11302748866721,9.389522174515259
78,4.38888888888889,1.05761317581257,0.186747092933455,0.23702515641553898,4.10297874658652,9.404816121161039
79,4.44444444444444,1.05506960424277,0.186297964076901,0.23645510825145102,4.09311103660521,9.419834541253671
80,4.5,1.0525715223698,0.18585686752255,0.23589525493246696,4.08341980254494,9.4345843691883
81,4.55555555555556,1.0501178122888701,0.18542360587737103,0.235345345921278,4.073900707527399,9.44907220559065
82,4.611111111111111,1.0477074037692,0.184997990166329,0.234805141364956,4.06454959962427,9.46330436959696
83,4.66666666666667,1.04533926763307,0.184579838663298,0.23427441061110899,4.05536248617131,9.47728693794732
84,4.72222222222222,1.04301241076303,0.18416897600945603,0.233752931088925,4.04633551439895,9.491025774465449
85,4.77777777777778,1.04072587230207,0.183765232542345,0.23324048745759196,4.03746495669117,9.504526552494369
86,4.83333333333333,1.03847872073193,0.18336844377996697,0.23273687095149598,4.02874719925061,9.51779477214776
87,4.888888888888889,1.03627005159995,0.182978450019411,0.232241878870791,4.02017873328026,9.53083577373128
88,4.94444444444444,1.03380892040176,0.182543877997143,0.23169030668868199,4.01063084825984,9.545367427833849
89,5.0,1.0311704628998102,0.18207799474267397,0.23109899332724,4.00039503113706,9.56094609824799
90,5.05555555555556,1.02863330363385,0.18162999813289002,0.230530382245591,3.99055219749712,9.57592665714024
91,5.111111111111111,1.02616339832979,0.18119387683079,0.229976843669849,3.9809702735948904,9.590510117612
92,5.16666666666667,1.0237384224489698,0.18076568890108802,0.229433374374457,3.971562652049,9.60482829403958
93,5.22222222222222,1.02134348280857,0.180342804593456,0.228896636599386,3.96227155520126,9.61896912264571
94,5.27777777777778,1.01896850142034,0.17992344439620497,0.228364371733645,3.9530578857970697,9.63299210852275
95,5.33333333333333,1.01660657803304,0.17950638990369602,0.22783503333930702,3.94389487451773,9.646937993937641
96,5.388888888888889,1.01425294336299,0.17909079898396105,0.227307552556566,3.93476401906953,9.66083493894169
97,5.44444444444444,1.01174426903561,0.17864783207652302,0.226745325327894,3.9250316918985297,9.67564730961429
98,5.5,1.00897462022184,0.17815878383445602,0.226124610251425,3.9142869219975003,9.692000594062039
99,5.55555555555556,1.0062538128134,0.17767835971949897,0.225514841182441,3.9037316308705896,9.70806549631842
100,5.611111111111111,1.0035792877009,0.17720610785921498,0.224915444590543,3.8933558905292402,9.72385712654605
101,5.66666666666667,1.0009490032498198,0.176741667753834,0.22432596291832801,3.88315178051335,9.739387539497
102,5.72222222222222,0.9983612881989871,0.17628474430191896,0.223746021613974,3.8731128172150404,9.7546666030684
103,5.77777777777778,0.995814739346655,0.175835089734387,0.22317530620133702,3.86323355695503,9.769702602410721
104,5.83333333333333,0.993308149666182,0.175392490921597,0.22261354616971998,3.8535093171095096,9.78450266436615
105,5.888888888888889,0.9908404573287449,0.174956760372083,0.222060503549182,3.8439359783452303,9.79907305846198
106,5.94444444444444,0.9884107092423778,0.174527729794489,0.22151596473915902,3.8345098431703697,9.8134194121929
107,6.0,0.9860180347698579,0.174105245456833,0.220979734618289,3.82522753397381,9.82754686620276
108,6.05555555555556,0.9836616266499141,0.173689164817685,0.2204516322686,3.81608591900954,9.84146018693457
109,6.111111111111111,0.9813407270596601,0.17327935406515,0.21993148785192101,3.8070820583262996,9.85516384892428
110,6.16666666666667,0.9790546173753871,0.172875686308896,0.21941914031513698,3.79821316404486,9.86866209525783
111,6.22222222222222,0.9768026106128108,0.172478040245292,0.21891443569594699,3.7894765710302,9.88195898220739
112,6.27777777777778,0.9745840458210909,0.17208629916753898,0.218417225866492,3.7808697151432504,9.89505841233167
113,6.33333333333333,0.972398283909552,0.17170035022877803,0.217927367598065,3.77239011705083,9.907964159116869
114,6.388888888888889,0.9702447045301859,0.17132008389161804,0.217444721862439,3.76403537013134,9.92067988538387
115,6.44444444444444,0.968122703741323,0.17094539351560398,0.216969153308267,3.7558031314111204,9.93320915708291
116,6.5,0.96603169225124,0.170576175047081,0.216500529867449,3.7476911147505096,9.94555545366421
117,6.55555555555556,0.9639710940932339,0.17021232678524803,0.21603872245819897,3.7396970857038703,9.95772217590093
118,6.611111111111111,0.9619403456222281,0.169853749204982,0.21558360476017002,3.73181885762695,9.96971265181365
119,6.66666666666667,0.9599388947510371,0.169500344821989,0.21513505304329297,3.7240542887140093,9.981530141179839
120,6.72222222222222,0.9579662003651279,0.169152018089456,0.214692946036617,3.7164012797273602,9.99317783898935
121,6.77777777777778,0.956021731870035,0.168808675318144,0.21425716482687499,3.7088577722416,10.0046588781167
122,6.83333333333333,0.953978039651613,0.16844781220734903,0.21379914626317398,3.70092932928295,10.0167257798861
123,6.888888888888889,0.9517197151435449,0.168049050593531,0.213293025753328,3.69216822676323,10.0300599697199
124,6.94444444444444,0.9495480936061209,0.16766559847857998,0.212806336530506,3.6837434858301097,10.042882225212301
125,7.0,0.947434360288513,0.167292367923849,0.212332620826423,3.6755433205178396,10.055362681946699
126,7.05555555555556,0.9453594518769449,0.166925992841895,0.211867606299328,3.6674937752696604,10.0676138985228
127,7.111111111111111,0.943310553727908,0.166564210498596,0.21140842101744897,3.6595451360585805,10.0797115385085
128,7.16666666666667,0.941278934563577,0.166205479176442,0.21095310818548396,3.6516635301528995,10.0917071553963
129,7.22222222222222,0.939258576796168,0.165848736325296,0.21050031918210604,3.6438256125004305,10.103636279801
130,7.27777777777778,0.9372452933831371,0.165493242621896,0.210049115635483,3.63601513959462,10.115523633953401
131,7.33333333333333,0.9352361488814069,0.16513847974302598,0.209598839673841,3.62822072347164,10.127386550064
132,7.388888888888889,0.9332290742655199,0.16478408235238398,0.209149027601102,3.62043433740902,10.139237244613499
133,7.44444444444444,0.9312226071685341,0.16442979223384302,0.20869935168141598,3.6126503081978303,10.1510843520912
134,7.5,0.929215714483985,0.164075426967562,0.208249580381906,3.6048646279324,10.1629339724342
135,7.55555555555556,0.927207669768696,0.163720858282492,0.20779955089700897,3.5970744783981004,10.1747903948981
136,7.611111111111111,0.925197967559787,0.16336599692698,0.20734914994578302,3.58927789866678,10.1866566039692
137,7.66666666666667,0.9231862628485459,0.163010781981425,0.206898300207194,3.58147355028743,10.1985346367379
138,7.72222222222222,0.921036158336437,0.162631129215818,0.20641643323546202,3.5731322840117503,10.2112298457854
139,7.77777777777778,0.9187751921557729,0.16223190115104402,0.205909720691709,3.5643609332020403,10.224579633272999
140,7.83333333333333,0.916544388247093,0.16183799896224899,0.205409767913624,3.55570659602618,10.237751328790699
141,7.888888888888889,0.9143431182323629,0.16144931169415,0.20491643407334398,3.5471668347103305,10.2507486425722
142,7.94444444444444,0.9121708080764469,0.16106573798700902,0.20442959052197304,3.53873942230232,10.263574963985901
143,8.0,0.910026925318062,0.160687183821956,0.203949117927868,3.5304222931345,10.2762334369288
144,8.055555555555559,0.90791096965702,0.16031356085893697,0.203474904167112,3.5222135063072098,10.288727015404099
145,8.11111111111111,0.905822465983632,0.15994478520588598,0.203006842761316,3.51411121864661,10.3010585046786
146,8.16666666666667,0.9037609591972271,0.15958077650381197,0.20254483171637602,3.5061136646032103,10.3132305918766
147,8.22222222222222,0.901726010343346,0.159221457244728,0.20208877265676997,3.4982191412663197,10.325245868787801
148,8.27777777777778,0.8997171937281708,0.15886675226213098,0.20163857017885897,3.49042599716945,10.337106848904801
149,8.33333333333333,0.897734094760487,0.158516588349952,0.20119413136724698,3.48273262391837,10.3488159801656
150,8.38888888888889,0.8957763083374352,0.15817089397751902,0.200755365433005,3.47513744992863,10.3603756544842
151,8.444444444444441,0.893843437637932,0.15782959907650698,0.20032218344325897,3.4676389357446897,10.3717882148754
152,8.5,0.8919350932223751,0.15749263488196802,0.199894498119421,3.46023557054721,10.3830559607704
153,8.555555555555559,0.8900508923627309,0.157159933814046,0.199472223687059,3.45292586955424,10.394181151971999
154,8.61111111111111,0.8881904585459591,0.15683142939029002,0.199055275764599,3.44570837209466,10.405166011586902
155,8.66666666666667,0.8863534211076469,0.156507056160965,0.198643571281225,3.43858164018695,10.416012728188901
156,8.72222222222222,0.884539414963255,0.156186749661598,0.198237028416644,3.43154425749653,10.426723457405501
157,8.77777777777778,0.882748080412183,0.15587044637838096,0.197835566557175,3.42459482857567,10.4373003230749
158,8.83333333333333,0.880979062995811,0.15555808372310098,0.19743910626393502,3.4177319783127302,10.4477454180845
159,8.888888888888891,0.8792320133951691,0.15524960001507598,0.19704756924990402,3.4109543515351897,10.4580608049745
160,8.94444444444444,0.8775065873573,0.154944934468151,0.19666087836342303,3.40426061272398,10.4682485163734
161,9.0,0.8757428011404109,0.154633495507203,0.19626559045145,3.3974180567432897,10.4786627239676
162,9.05555555555556,0.8738015509085458,0.15429072099781901,0.195830530497232,3.3898870344136602,10.4901247609841
163,9.111111111111109,0.8719332056131999,0.153960819611867,0.19541180950737,3.38263884460911,10.501156333618699
164,9.16666666666667,0.8701138274333922,0.15363956455019,0.195004062698318,3.37558062126765,10.511898781810801
165,9.222222222222221,0.868327456860404,0.153324137776927,0.19460371333225301,3.36865044995159,10.5224463378634
166,9.277777777777779,0.866563294266162,0.15301263235748702,0.194208341069118,3.36180643382619,10.5328627677632
167,9.33333333333333,0.864813937289577,0.152703741226636,0.193816286941499,3.3550198556525497,10.5431917784654
168,9.388888888888891,0.863074255430114,0.152396558470866,0.1934264011361,3.348270811807,10.553463662812302
169,9.44444444444444,0.861340658838504,0.152090450215782,0.193037879120031,3.34154537557643,10.5636996169301
170,9.5,0.859610615921587,0.151784969447602,0.192650153529649,3.33483372572077,10.573914588513
171,9.55555555555556,0.857882330682016,0.15147979903971498,0.1922628218581,3.3281288947218997,10.584119181957801
172,9.611111111111109,0.856154524135745,0.151174713156665,0.191875597468075,3.3214259207993995,10.5943209489766
173,9.66666666666667,0.854426284454335,0.15086955079316902,0.191488276006715,3.3147212665420596,10.604525273424999
174,9.722222222222221,0.8526969630507231,0.150564197425551,0.191100712117045,3.3080124157757207,10.6147359848605
175,9.777777777777779,0.850966101737283,0.150258572149743,0.19071280311313502,3.30129759097517,10.624955788634
176,9.83333333333333,0.849233381132408,0.149952618571226,0.190324477417325,3.2945755531089995,10.635186570522
177,9.888888888888891,0.8474985837531009,0.149646298288136,0.18993568628878799,3.28784545845841,10.6454296146444
178,9.94444444444444,0.845761567362759,0.149339586185174,0.189546397850413,3.28110675522075,10.655685760831801
179,10.0,0.8440222455516792,0.149032467004624,0.189156592736638,3.27435910817214,10.6659555192868
180,10.0555555555556,0.8422805734679221,0.14872493282679403,0.18876626089554702,3.2676023433108403,10.676239154836098
181,10.1111111111111,0.8405365372499449,0.148416981204097,0.188375399220584,3.26083640686141,10.686536749324599
182,10.1666666666667,0.838790146143701,0.14810861376912698,0.18798400978389104,3.2540613346932297,10.69684824816
183,10.2222222222222,0.837041426583246,0.14779983518945403,0.18759209850969102,3.2472772293564396,10.7071734952632
