,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,2.0754716980000003,0.6100628931000001,0.000366876310277778,1.295597484
1,1.0,1.924528302,0.7232704403,,
2,2.0,1.811320755,0.7924528302,,
3,3.0,1.710691824,0.8490566037999999,,
4,4.0,1.6289308180000002,0.9182389937000001,,
5,5.0,1.5471698109999998,0.9622641509000001,,
6,6.0,1.4716981130000002,0.9937106918,,
7,7.0,1.408805031,1.025157233,,
8,8.0,1.339622642,1.0754716979999999,,
9,9.0,1.2830188679999999,1.100628931,,
10,10.005555555555599,1.194968553,1.125786164,,
11,11.005555555555599,1.150943396,1.1572327040000001,,
12,12.0,1.06918239,1.182389937,,
13,13.005555555555599,1.025157233,1.201257862,,
14,14.005555555555599,0.9685534591,1.238993711,,
15,15.005555555555599,0.8993710692,1.2452830190000002,,
16,16.0055555555556,0.8427672956000001,1.270440252,,
17,17.0055555555556,0.7861635220000001,1.295597484,,
18,18.005555555555603,0.7547169811,1.320754717,,
