,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,2.209944751,0.6519337017,0.000354511970555556,1.2707182320000001
1,1.0,2.027624309,0.7127071823000001,,
2,2.0,1.917127072,0.7790055249,,
3,3.0,1.82320442,0.8287292818,,
4,4.0,1.73480663,0.8729281768000001,,
5,5.0,1.64640884,0.9005524862000001,,
6,6.0,1.5635359119999999,0.9392265193000001,,
7,7.0,1.486187845,0.9723756906000001,,
8,8.0,1.4033149169999999,1.0,,
9,9.0,1.320441989,1.022099448,,
10,10.0,1.259668508,1.049723757,,
11,11.0,1.182320442,1.071823204,,
12,12.0,1.110497238,1.08839779,,
13,13.0,1.044198895,1.110497238,,
14,14.005555555555599,0.9779005525,1.1270718229999999,,
15,15.005555555555599,0.9171270718000001,1.143646409,,
16,16.0055555555556,0.8563535912000001,1.165745856,,
17,17.0055555555556,0.7845303867,1.182320442,,
18,18.005555555555603,0.7237569061,1.198895028,,
19,19.005555555555603,0.6464088398,1.2099447509999999,,
20,20.005555555555603,0.5966850829,1.220994475,,
21,21.005555555555603,0.5359116022,1.2375690609999999,,
22,22.005555555555603,0.48618784530000003,1.248618785,,
23,23.016666666666698,0.4143646409,1.26519337,,
24,24.016666666666698,0.35359116020000003,1.2707182320000001,,
25,25.016666666666698,0.3093922652,1.276243094,,
