,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,2.009237875,0.6189376443,0.55,0.5967667436
1,0.55,1.92147806,0.6558891455,,
2,1.0,1.8660508080000002,0.6836027714,,
3,2.0,1.759815242,0.7575057737,,
4,3.0,1.6720554269999999,0.8129330254000001,,
5,4.0,1.5842956119999998,0.8729792148000001,,
6,5.0,1.487297921,0.9237875289,,
7,6.0,1.394919169,0.9792147806,,
8,7.0,1.297921478,1.020785219,,
9,8.0,1.2147806,1.062355658,,
10,9.0,1.1408775979999999,1.094688222,,
11,10.0,1.0669745959999999,1.1362586609999998,,
12,11.0,0.9884526559000001,1.163972286,,
13,12.0,0.9145496536,1.19630485,,
14,13.0,0.8498845265999999,1.2147806,,
15,14.0,0.7806004619,1.2471131640000002,,
16,15.0,0.7205542725,1.270207852,,
17,16.0,0.6512702079,1.288683603,,
18,17.0,0.5819861432,1.307159353,,
19,18.0,0.4896073903,1.334872979,,
