,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,1.927038627,0.5665236052,0.3833333333333329,0.5381974249
1,0.3833333333333329,1.879828326,0.6094420601,,
2,1.0,1.8025751069999998,0.6480686695000001,,
3,2.0,1.690987124,0.7038626609,,
4,3.0,1.60944206,0.7424892704,,
5,4.0,1.52360515,0.7811158798000001,,
6,5.0,1.433476395,0.8283261803,,
7,6.0,1.339055794,0.8669527897,,
8,7.0,1.25751073,0.8927038626999999,,
9,8.0,1.184549356,0.9313304721,,
10,9.0,1.098712446,0.9656652361,,
11,10.0,1.021459227,0.9871244634999999,,
12,11.0,0.9527896995999999,1.012875536,,
13,12.0,0.8841201717,1.038626609,,
14,13.0,0.8111587982999999,1.064377682,,
15,14.0,0.7381974249,1.090128755,,
16,15.0,0.660944206,1.115879828,,
17,16.0,0.5879828326,1.13304721,,
18,17.0,0.5107296136999999,1.1587982829999999,,
19,18.0,0.45493562229999995,1.175965665,,
20,19.0,0.3862660944,1.1931330470000001,,
