,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,2.049079755,0.6257668712,0.000340831629166667,1.210633947
1,1.0,1.9141104290000002,0.691206544,,
2,2.0,1.8241308790000001,0.7525562372,,
3,3.0,1.7341513290000001,0.7934560327,,
4,4.0,1.6564417180000002,0.8302658487000001,,
5,5.0,1.562372188,0.8588957054999999,,
6,6.0,1.4805725969999999,0.8875255623999999,,
7,7.005555555555559,1.406952965,0.9161554192,,
8,8.00555555555556,1.3292433540000002,0.9406952965,,
9,9.00555555555556,1.263803681,0.9693251534,,
10,10.005555555555599,1.190184049,0.9897750511,,
11,11.005555555555599,1.132924335,1.0102249490000001,,
12,12.005555555555599,1.059304703,1.038854806,,
13,13.005555555555599,0.9979550102,1.047034765,,
14,14.005555555555599,0.9325153373999999,1.067484663,,
15,15.005555555555599,0.8752556237000001,1.0756646220000001,,
16,16.0055555555556,0.81799591,1.104294479,,
17,17.0055555555556,0.7525562372,1.112474438,,
18,18.005555555555603,0.691206544,1.128834356,,
19,19.005555555555603,0.6380368098,1.145194274,,
20,20.005555555555603,0.5685071575,1.1492842540000001,,
21,21.005555555555603,0.5071574642,1.157464213,,
22,22.005555555555603,0.4539877301,1.161554192,,
23,23.005555555555603,0.408997955,1.18609407,,
24,24.005555555555603,0.3353783231,1.202453988,,
25,25.005555555555603,0.2781186094,1.202453988,,
26,26.005555555555603,0.23721881390000002,1.210633947,,
27,27.005555555555603,0.1717791411,1.226993865,,
