,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,2.077803204,0.6132723111999999,0.0833333333333333,0.48695652170000003
1,0.0833333333333333,2.0640732269999997,0.6315789474,,
2,1.0,1.935926773,0.704805492,,
3,2.0,1.848970252,0.7643020595000001,,
4,3.0,1.766590389,0.8100686498999999,,
5,4.0,1.693363844,0.8512585812000001,,
6,5.0,1.6064073230000002,0.8832951945,,
7,6.0,1.542334096,0.9244851259,,
8,7.0,1.47826087,0.938215103,,
9,8.0,1.4004576659999999,0.9794050343,,
10,9.0,1.3272311209999998,1.00228833,,
11,10.0,1.258581236,1.025171625,,
12,11.0,1.185354691,1.066361556,,
13,12.0,1.125858124,1.084668192,,
14,13.0,1.04805492,1.102974828,,
15,14.0,0.9885583523999999,1.135011442,,
16,15.0,0.9290617848999999,1.14416476,,
17,16.0,0.8558352403,1.167048055,,
18,17.0,0.8009153318000001,1.185354691,,
19,18.0,0.7368421053,1.203661327,,
20,19.0,0.6864988558,1.212814645,,
21,20.0,0.6132723111999999,1.2311212809999998,,
22,21.0,0.5537757436999999,1.244851259,,
23,22.0,0.4805491991,1.258581236,,
