,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,1.950672646,0.6233183857,5.56666666666667,0.8843049327
1,1.0,1.7892376680000002,0.7399103139000001,,
2,2.0,1.686098655,0.8161434978000001,,
3,3.0,1.596412556,0.8789237668000001,,
4,4.0,1.5022421519999998,0.9192825112,,
5,5.0,1.430493274,0.9641255605,,
6,5.56666666666667,1.394618834,0.9955156951,,
7,6.0,1.35426009,1.0,,
8,7.0,1.291479821,1.058295964,,
9,8.0,1.2286995520000001,1.085201794,,
10,9.0,1.152466368,1.121076233,,
11,10.0,1.098654709,1.1569506729999999,,
12,11.0,1.02690583,1.179372197,,
13,12.0,0.9730941704,1.206278027,,
14,13.005555555555599,0.9147982063,1.233183857,,
15,14.005555555555599,0.8609865470999999,1.2690582959999999,,
16,15.005555555555599,0.802690583,1.2959641259999999,,
17,16.0055555555556,0.7443946187999999,1.322869955,,
18,17.0055555555556,0.6860986547,1.3632287,,
