,Time for Height Build Up (hours),AS Height Experimental (cm),Solvent Height Experimental (cm),Crystallization Time (hours),Crystallization Height (cm)
0,0.0,2.050955414,0.6326963907,0.000362113706111111,1.286624204
1,1.0,1.9065817409999999,0.7303609342,,
2,2.0,1.8131634819999998,0.7898089172,,
3,3.0,1.7112526540000002,0.8450106156999999,,
4,4.0,1.626326964,0.8832271762,,
5,5.0,1.537154989,0.9256900212000001,,
6,6.0,1.464968153,0.9554140126999999,,
7,7.0,1.375796178,0.9936305731999999,,
8,8.0,1.307855626,1.014861996,,
9,9.0,1.227176221,1.048832272,,
10,10.0,1.159235669,1.078556263,,
11,11.0,1.091295117,1.095541401,,
12,12.0,1.023354565,1.112526539,,
13,13.0,0.9469214437000001,1.138004246,,
14,14.0,0.8747346072,1.159235669,,
15,15.0,0.8110403397,1.167728238,,
16,16.0,0.7643312101999999,1.184713376,,
17,17.0,0.6666666667,1.210191083,,
18,18.0,0.5944798300999999,1.2229299359999999,,
19,19.0,0.5350318471,1.23566879,,
20,20.0,0.4713375796,1.252653928,,
21,21.0,0.39915074310000004,1.261146497,,
22,22.0,0.34394904460000003,1.278131635,,
23,23.0,0.2802547771,1.286624204,,
24,24.0,0.22505307859999998,1.3036093420000001,,
